Date,Confirmed,Deaths,Recovered,Active,New Cases,Deaths / 100 Cases,Recovered / 100 Cases,Deaths / 100 Recovered,No. of Countries
2021-03-27,126720792,2866878,71768319,52085595,584740,2.26,56.63,3.99,192
2021-03-28,127190873,2874118,72097107,52219648,470081,2.26,56.68,3.99,192
2021-03-29,127649131,2882579,72401543,52365009,458258,2.26,56.72,3.98,192
2021-03-30,128217581,2894674,72736786,52586121,568450,2.26,56.73,3.98,192
2021-03-31,128900516,2907517,73119295,52873704,682935,2.26,56.73,3.98,192
2021-04-01,129612373,2919928,73464081,53228364,711857,2.25,56.68,3.97,192
2021-04-02,130246167,2930608,73784288,53531271,633794,2.25,56.65,3.97,192
2021-04-03,130775801,2939740,74150289,53685772,529634,2.25,56.7,3.96,192
2021-04-04,131328758,2947122,74498477,53883159,552957,2.24,56.73,3.96,192
2021-04-05,131818062,2954848,74846290,54016924,489304,2.24,56.78,3.95,192
2021-04-06,132422295,2967468,75216286,54238541,604233,2.24,56.8,3.95,192
2021-04-07,133106608,2982806,75699591,54424211,684313,2.24,56.87,3.94,192
2021-04-08,133946462,2997639,76094850,54853973,839854,2.24,56.81,3.94,192
2021-04-09,134694522,3011537,76548563,55134422,752847,2.24,56.83,3.93,192
2021-04-10,135359190,3024397,76933557,55401236,664668,2.23,56.84,3.93,192
2021-04-11,136050057,3033775,77464029,55552253,690867,2.23,56.94,3.92,192
2021-04-12,136666545,3043660,77858761,55764124,616488,2.23,56.97,3.91,192
2021-04-13,137446191,3057494,78345223,56043474,779646,2.22,57.0,3.9,192
2021-04-14,138263254,3071593,78792113,56399548,817063,2.22,56.99,3.9,192
2021-04-15,139080030,3085266,79236515,56758249,816776,2.22,56.97,3.89,192
2021-04-16,139934945,3098515,79740632,57095798,854915,2.21,56.98,3.89,192
2021-04-17,140723160,3111067,80259168,57352925,788268,2.21,57.03,3.88,192
2021-04-18,141408751,3120127,80839359,57449265,685591,2.21,57.17,3.86,192
2021-04-19,142102363,3131020,81374734,57596609,693612,2.2,57.26,3.85,192
2021-04-20,142956456,3145333,81979571,57831552,854093,2.2,57.35,3.84,192
2021-04-21,143846433,3160291,82491871,58194271,889977,2.2,57.35,3.83,192
2021-04-22,144746200,3174183,83128167,58443850,899767,2.19,57.43,3.82,192
2021-04-23,145649953,3189374,83767999,58692580,903753,2.19,57.51,3.81,192
2021-04-24,146471022,3202662,84344290,58924070,821069,2.19,57.58,3.8,192
2021-04-25,147193478,3213090,84878104,59102284,722456,2.18,57.66,3.79,192
2021-04-26,147876137,3224741,85565470,59085926,682659,2.18,57.86,3.77,192
2021-04-27,148720592,3239704,86246374,59234514,844455,2.18,57.99,3.76,192
2021-04-28,149626600,3255754,86843039,59527807,906008,2.18,58.04,3.75,192
2021-04-29,150524258,3271513,87550355,59702390,897658,2.17,58.16,3.74,192
2021-04-30,151403270,3285531,88236951,59880788,879012,2.17,58.28,3.72,192
2021-05-01,152200029,3298797,88919401,59981831,796759,2.17,58.42,3.71,192
2021-05-02,152874414,3308822,89612415,59953177,674385,2.16,58.62,3.69,192
2021-05-03,153555936,3320624,90255904,59979408,681522,2.16,58.78,3.68,192
2021-05-04,154363355,3334688,90912804,60115863,807419,2.16,58.9,3.67,192
2021-05-05,155204557,3349572,91626286,60228699,841202,2.16,59.04,3.66,192
2021-05-06,156074567,3364224,92301898,60408445,870010,2.16,59.14,3.64,192
2021-05-07,156906973,3378621,92998027,60530325,832406,2.15,59.27,3.63,192
2021-05-08,157692702,3391921,93709032,60591749,785729,2.15,59.43,3.62,192
2021-05-09,158334279,3402130,94371825,60560324,641578,2.15,59.6,3.61,192
2021-05-10,158956114,3413255,95000511,60542348,621835,2.15,59.77,3.59,192
2021-05-11,159694580,3427498,95751515,60515567,738483,2.15,59.96,3.58,192
2021-05-12,160454640,3441353,96399064,60614223,760060,2.14,60.08,3.57,192
2021-05-13,161179904,3455038,97089181,60635685,725264,2.14,60.24,3.56,192
2021-05-14,161897925,3468100,97754528,60675297,718021,2.14,60.38,3.55,192
2021-05-15,162525945,3480306,98397065,60648574,628020,2.14,60.54,3.54,192
2021-05-16,163074549,3490362,99064469,60519718,548604,2.14,60.75,3.52,192
2021-05-17,163614578,3501567,99808931,60304080,540029,2.14,61.0,3.51,192
2021-05-18,164237099,3515766,100552044,60169289,624883,2.14,61.22,3.5,193
2021-05-19,164908717,3529333,101250071,60129313,671618,2.14,61.4,3.49,193
2021-05-20,165188667,3542390,101886760,59759517,628617,2.14,61.68,3.48,193
2021-05-21,165814687,3555399,102501548,59757740,626020,2.14,61.82,3.47,193
2021-05-22,166392887,3566934,103118309,59707644,578200,2.14,61.97,3.46,193
2021-05-23,166869422,3576690,103620280,59672452,476535,2.14,62.1,3.45,193
2021-05-24,167323965,3585742,104247872,59490351,454543,2.14,62.3,3.44,193
2021-05-25,167856146,3598926,104824935,59432285,532181,2.14,62.45,3.43,193
2021-05-26,168424727,3611657,105380748,59432322,568581,2.14,62.57,3.43,193
2021-05-27,168979456,3624703,106078106,59276647,554729,2.15,62.78,3.42,193
2021-05-28,169479741,3636658,106633069,59210014,500285,2.15,62.92,3.41,193
2021-05-29,169961055,3647409,107140669,59172977,481314,2.15,63.04,3.4,193
2021-05-30,170352480,3655528,107630598,59066354,391425,2.15,63.18,3.4,193
2021-05-31,170731385,3664237,108159767,58907381,378905,2.15,63.35,3.39,193
2021-06-01,171195110,3679574,108743650,58771886,463725,2.15,63.52,3.38,193
2021-06-02,171680813,3691386,109272024,58717403,485703,2.15,63.65,3.38,193
2021-06-03,172170024,3701306,109701214,58767504,489211,2.15,63.72,3.37,193
2021-06-04,172589829,3712269,110226716,58650844,419805,2.15,63.87,3.37,193
2021-06-05,172988098,3721429,110704846,58561823,398269,2.15,64.0,3.36,193
2021-06-06,173310789,3728499,111146372,58435918,322691,2.15,64.13,3.35,193
2021-06-07,173631439,3736562,111568369,58326508,320650,2.15,64.26,3.35,193
2021-06-08,173997658,3746930,111983105,58267623,366219,2.15,64.36,3.35,193
2021-06-09,174416551,3757369,112435800,58223382,418893,2.15,64.46,3.34,193
2021-06-10,174865576,3773363,112849489,58242724,449025,2.16,64.53,3.34,193
2021-06-11,175286691,3785285,113225021,58276385,421115,2.16,64.59,3.34,193
2021-06-12,175658224,3795035,113563995,58299194,371554,2.16,64.65,3.34,193
